,Ticker,SMA200_value,SMA150_value,SMA50_value,SMA200_percent,SMA50_percent,EPS_QoQ_percent,Sales_QoQ_percent,prev_close,week52_high,week52_low,Inst. Ownership,Shares Outstanding,volume,vol_price_rule (2nd),eps_QoQ_yearly_rule (1st),sales_QoQ_yearly_rule (1st),shares_outstanding_rule (2nd),inst_ownership_rule (2nd),SMA200_slope_rule (1st),SMA150_greater_SMA200_rule (1st),SMA50_greater_SMA150_rule (1st),close_greater_SMA50_rule (1st),week52_span_rule (1st),close_above_52weekhigh_rule (1st),Primary Passed Tests,Secondary Passed Tests,Double Bottom Chart,Inverse Head and Shoulder Pattern,Multiple Bottom Pattern,Channel Up Pattern,Channel Up Strong Pattern,Wedge Down Pattern,Wedge Down Strong Pattern,Channel Down Strong Pattern
487,SIG,33.01813878804228,37.317135986772556,51.14557168143136,1.1097,0.18309999999999998,1.02,0.095,52.52,61.349998474121094,6.170000076293945,0.0,52100000.0,537005.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
497,TFC,48.126788369060435,50.84553409317165,57.00057165963309,0.2708,0.0371,0.203,0.284,55.82,60.16999816894531,27.209999084472656,0.738,1350000000.0,2770830.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,False,False,False,False,False
498,GBCI,44.885729963762046,48.51742724076058,56.50928584507533,0.36219999999999997,0.0499,0.37799999999999995,0.179,56.61,66.5,30.260000228881836,0.738,95420000.0,134774.0,False,True,False,False,False,True,True,True,True,True,True,7,0,False,False,False,False,False,False,False,False
502,LB,40.9159854833227,44.08019423253328,53.705428859165735,0.6662,0.14300000000000002,2.281,0.141,57.29,61.119998931884766,10.149999618530273,0.797,279000000.0,2051799.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
510,ONTO,46.57087587788157,51.6543689098173,61.87171434674944,0.3834,-0.019,2.975,0.581,61.37,66.4800033569336,27.899999618530273,0.976,48930000.0,249533.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,True,False,False,False,False
520,PAND,22.219087628552515,25.294417510912258,43.4682856968471,1.8019,0.6718000000000001,0.596,1.2,59.97,61.630001068115234,10.729999542236328,0.47,28470000.0,21222.0,False,True,True,False,False,True,True,True,True,True,True,8,0,False,False,False,False,False,False,False,False
529,FUL,52.6634307081682,54.071650569878734,58.08771405901228,0.2076,0.0791,0.25,0.052000000000000005,58.82,62.11000061035156,25.690000534057617,0.982,52280000.0,322762.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,True,True,False,False,False
532,TWTR,52.34616759919772,55.056261747786145,67.82385624476842,0.3053,-0.0058,0.858,0.28,62.06,77.62999725341797,23.020000457763672,0.78,794080000.0,10447911.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,False,False,False,False,False
536,ACM,50.20901458628856,52.80354364635875,58.2432859148298,0.3448,0.09970000000000001,1.8219999999999998,0.024,61.25,62.70000076293945,26.190000534057617,0.8809999999999999,151420000.0,331186.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,True,True,False,False,False
542,DOW,54.45131390982301,56.42058252130897,61.077428218296596,0.2371,0.053,1.5290000000000001,0.049,62.04,66.01000213623047,27.040000915527344,0.682,745230000.0,1456466.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,True,True,False,False,False
547,PFSI,59.992116607888775,60.26446581349789,63.23628550938198,0.1423,0.0209,2.194,0.968,62.01,69.48999786376953,17.25,0.5489999999999999,71770000.0,395581.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,True,False,False,False,False
559,SCHW,50.16087589124694,54.5641747632073,62.27971387590681,0.4243,0.06509999999999999,-0.08800000000000001,0.54,64.12,67.6500015258789,31.75,0.742,1850000000.0,1686649.0,True,False,True,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
562,LOB,42.60518245279354,47.58747567482365,53.97828587123326,0.8874,0.26489999999999997,3.115,0.34299999999999997,65.1,65.77999877929688,10.4399995803833,0.49200000000000005,41330000.0,256688.0,True,True,True,False,False,True,True,True,True,True,True,8,1,False,False,False,False,False,False,False,False
565,SCCO,61.106350279202424,65.8236892107621,73.65771397181919,0.1843,-0.0958,0.9309999999999999,0.267,67.48,81.52999877929688,26.540000915527344,0.084,773100000.0,1295322.0,True,True,True,False,True,True,True,True,False,True,True,7,2,False,False,False,True,False,False,False,False
566,DKNG,52.91551102686972,53.89946613496947,64.16142872401646,0.38670000000000004,0.077,0.0,1.4609999999999999,66.63,71.9800033569336,11.770000457763672,0.51,388580000.0,10493227.0,True,False,True,False,False,True,True,True,True,True,True,7,1,False,False,False,True,False,False,False,False
568,AOS,56.70357661003614,57.848543630062956,62.34828567504883,0.2143,0.08529999999999999,0.325,0.111,65.26,67.4800033569336,35.61000061035156,0.9490000000000001,161630000.0,267390.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,True,True,False,False,False
577,INMD,50.48328477622819,54.79873794259377,69.73199986049107,0.5145000000000001,0.014499999999999999,0.879,0.6,66.9,76.61000061035156,19.350000381469727,0.41100000000000003,37600000.0,479481.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,False,False,False,False,False
585,HIBB,50.51649617104635,52.78320364350254,65.29828523908343,0.6156,0.0984,2.989,2.785,67.0,76.04000091552734,9.710000038146973,0.95,16540000.0,205749.0,False,True,True,True,False,True,True,True,True,True,True,8,1,False,False,False,False,False,False,False,False
586,PINS,63.26021871079494,70.44038794804545,77.13971394130162,0.3024,-0.09539999999999998,7.808,0.764,69.6,89.1500015258789,13.699999809265137,0.742,618370000.0,7563957.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,False,False,True,False,False
588,YETI,62.57846718112918,67.21951460606843,71.2894284929548,0.1941,-0.0403,12.158,0.263,66.6,78.04000091552734,16.93000030517578,0.987,87110000.0,425984.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,False,False,False,False,True
600,UFPI,57.73204388583664,58.14407774545614,64.44285736083984,0.23,0.12,0.675,0.396,67.85,72.62000274658203,33.119998931884766,0.825,59840000.0,96250.0,False,True,True,False,False,False,True,True,True,True,True,7,0,False,False,False,True,False,False,False,False
610,BX,61.68153286676337,64.44757283775552,70.90085710797992,0.2133,0.042,0.499,0.735,72.15,76.08999633789062,40.79999923706055,0.622,702580000.0,1037633.0,True,True,True,False,False,True,True,True,True,True,True,8,1,False,False,False,True,False,False,False,False
611,NUE,54.00437949521698,56.21543680579917,62.04200036185129,0.4279,0.2152,2.701,0.025,69.47,72.6500015258789,31.200000762939453,0.8170000000000001,303460000.0,2202215.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
612,TW,62.90948926271313,64.97388384180161,70.8394289289202,0.187,0.0535,2.2880000000000003,0.18100000000000002,72.98,75.0,41.61000061035156,0.0,189860000.0,97107.0,False,True,False,False,False,True,True,True,True,True,True,7,0,False,False,False,False,False,False,False,False
627,APPS,52.640721063544284,59.11552225501792,81.95396554129464,0.8334999999999999,0.0026,3.245,1.4609999999999999,73.51,94.73999786376953,3.8299999237060547,0.65,89000000.0,2928288.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,False,False,False,False,False
632,DD,67.49036474297516,70.73242698595362,73.87685721261161,0.2076,0.0079,1.3969999999999998,0.009000000000000001,76.68,86.36000061035156,31.8700008392334,0.7824,734600000.0,1585467.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
640,CROX,62.99875924883098,68.74689335498995,78.71514304024832,0.4078,-0.0037,8.436,0.565,73.25,84.80000305175781,14.710000038146973,0.935,66730000.00000001,899867.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,True,False,False,False,False
649,CLGX,75.90350380779182,78.59640814031212,82.15885794503349,0.0959,-0.0163,2.465,0.325,78.96,89.91999816894531,29.079999923706055,0.9009999999999999,76270000.0,568994.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,False,False,False,False,False
653,CMD,65.0687589436552,71.1315532425075,76.43457140241351,0.3251,0.0217,6.15,0.019,78.2,84.66000366210938,27.059999465942383,0.9620000000000001,42250000.0,219528.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,True,False,False,False,False
659,MS,64.14686138960568,68.96737863485096,78.70257175990514,0.33909999999999996,0.0401,0.392,0.048,79.33,84.33999633789062,31.6200008392334,0.653,1770000000.0,4698615.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
669,SPB,71.03919715602903,74.86475731562642,82.4837140764509,0.2637,0.0084,3.0810000000000004,0.314,81.35,86.91999816894531,33.279998779296875,0.9990000000000001,42900000.0,78793.0,False,True,True,False,False,True,True,True,False,True,True,7,0,False,False,False,False,False,False,False,False
685,DELL,73.11408762688184,74.91747550593996,83.34114292689732,0.25670000000000004,0.059000000000000004,0.622,0.027999999999999997,86.35,91.27999877929688,36.439998626708984,0.8420000000000001,747000000.0,865068.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
686,DHI,74.68824784773109,74.7980580005831,80.43857116699219,0.20620000000000002,0.0942,0.853,0.47600000000000003,83.56,86.98999786376953,32.13999938964844,0.8270000000000001,364400000.0,1318308.0,True,True,True,False,False,False,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
687,MGA,66.21182473732607,71.80572802349202,84.70942840576171,0.42460000000000003,0.0557,0.705,0.125,86.5,93.68000030517578,29.31999969482422,0.722,299700000.0,1068389.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
703,OC,76.34518789026859,78.37311405811495,84.64144853864397,0.23929999999999998,0.057999999999999996,2.24,0.138,86.45,91.80000305175781,34.97999954223633,0.988,108300000.0,231470.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,True,False,False,False,False
706,EMR,78.00970798687344,81.4013592618183,87.7817138671875,0.20120000000000002,0.028900000000000002,0.39299999999999996,0.002,88.06,92.19999694824219,45.58000183105469,0.753,598500000.0,822870.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
707,TREX,82.89591244885521,86.23233002597846,95.69628601074218,0.1393,-0.0684,0.22899999999999998,0.385,87.56,106.27999877929688,33.834999084472656,0.0,115790000.0,302248.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,False,False,False,False,True
711,FBHS,86.26806707451813,86.42781763169371,88.04214826311384,0.0983,0.0196,0.574,0.129,88.37,92.56999969482422,35.41999816894531,0.9,139000000.0,222050.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,True,True,False,False,False
716,ENSG,72.56306577250905,77.75291265098794,85.88057120186942,0.433,0.0913,4.357,1.021,90.32,93.47000122070312,29.219999313354492,0.857,53840000.0,149375.0,False,True,True,False,False,True,True,True,True,True,True,8,0,False,False,False,True,True,False,False,False
719,BC,77.75186115459805,83.07072793164299,94.10328565325055,0.2726,0.0104,0.316,0.265,90.71,107.23999786376953,26.709999084472656,0.9898,78600000.0,284700.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,False,False,False,False,False
720,WAL,60.26441604725636,68.57868927890814,89.60157121930804,0.7661,0.1165,0.54,0.051,91.5,99.6500015258789,27.8799991607666,0.867,99830000.0,227213.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
723,FND,87.92775531406821,91.71361645448555,97.02607138497488,0.1746,-0.030699999999999998,0.591,0.373,93.22,105.29000091552734,27.040000915527344,0.973,103840000.0,196418.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,False,False,False,False,True
731,DLB,85.70408736180215,91.88902882696355,96.5471422467913,0.20010000000000003,0.0075,1.7519999999999998,0.336,96.09,100.80999755859375,51.849998474121094,0.955,100720000.0,90679.0,False,True,True,False,False,True,True,True,False,True,True,7,0,False,False,False,True,False,False,False,False
736,CCK,91.60912395393761,95.79310652353232,96.91857125418527,0.1472,0.0168,0.741,0.061,97.03,101.01000213623047,52.65999984741211,0.91,133320000.0,257328.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
745,XYL,95.64186112898109,98.6492717705884,100.47928597586495,0.1401,0.0015,0.253,0.001,101.11,108.4800033569336,58.189998626708984,0.9159999999999999,180100000.0,317832.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
748,WD,80.56448915579023,88.84927197798942,101.60814296177455,0.41450000000000004,0.0384,0.925,0.61,99.5,112.19000244140625,24.850000381469727,0.764,30640000.0,100658.0,False,True,True,False,False,True,True,True,False,True,True,7,0,False,False,False,True,False,False,False,False
749,CTLT,101.58288368169408,106.09665087357308,111.28957170758929,0.06480000000000001,-0.1003,0.948,0.263,102.98,125.2699966430664,48.02000045776367,0.0,170230000.0,306526.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,False,False,False,False,False
751,LOGI,92.31781044841682,97.44543708875341,106.67857164655413,0.2002,-0.037200000000000004,2.2,0.847,102.22,118.62999725341797,41.119998931884766,0.325,169050000.0,334292.0,True,True,True,False,True,True,True,True,False,True,True,7,2,False,False,False,False,False,True,False,False
756,TTC,92.31397793066763,94.90742700076798,100.55471343994141,0.196,0.024,0.58,0.13699999999999998,101.77,104.73999786376953,59.97999954223633,0.841,108120000.0,171368.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,True,False,False,False,False
758,ENTG,91.13428043449012,96.71122741699219,101.93875449044364,0.23739999999999997,-0.004,0.508,0.212,102.65,113.55999755859375,41.40999984741211,0.9620000000000001,134940000.0,183802.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
759,EXPD,92.71467128113238,93.17465987714749,96.48057120186942,0.1509,0.0729,0.45899999999999996,0.55,102.23,103.73999786376953,64.4000015258789,0.9640000000000001,169510000.0,291333.0,True,True,True,False,False,True,True,True,True,False,True,7,1,False,False,False,False,False,False,False,False
762,NARI,84.05729920324617,88.76466014084306,109.6191423688616,0.3619,-0.0262,18.676,1.442,103.86,125.91999816894531,42.5099983215332,0.581,48860000.0,228418.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,False,False,False,False,False
768,CINF,85.71948904886733,88.17815539906326,99.02742919921874,0.2821,0.0944,0.7070000000000001,0.252,104.62,108.93000030517578,48.540000915527344,0.715,160900000.0,212551.0,True,True,True,False,False,False,True,True,True,True,True,7,1,False,False,False,True,False,False,False,False
778,JACK,92.30649627908304,95.26466014084306,103.27628544398716,0.2458,0.0758,5.694,0.1,109.09,116.83000183105469,29.520000457763672,0.0,22970000.0,202953.0,True,True,False,True,False,True,True,True,True,True,True,7,2,False,False,False,False,False,False,False,False
779,SNX,81.13532852952498,85.00466022676635,94.42471422467914,0.46950000000000003,0.1875,0.212,0.127,109.43,109.86000061035156,33.814998626708984,0.784,51050000.0,126238.0,False,True,False,False,False,True,True,True,True,True,True,7,0,False,False,False,True,False,False,False,False
791,AVAV,93.17029195632378,101.76126217147679,119.89600023542131,0.2844,-0.0593,1.206,0.273,112.04,137.94000244140625,52.06999969482422,0.799,23940000.0,90457.0,False,True,True,True,False,True,True,True,False,True,True,7,1,False,False,False,True,False,True,False,False
802,AFG,88.35051089655744,94.6459222441738,110.36428549630301,0.4568,0.1152,2.438,0.19899999999999998,114.47,118.5,54.439998626708984,0.638,86600000.0,112704.0,False,True,False,False,False,True,True,True,True,True,True,7,0,False,False,False,False,False,False,False,False
807,ABT,112.16452533137189,113.99757244517502,121.06028551374163,0.09720000000000001,-0.0101,1.088,0.287,118.02,128.22999572753906,70.75,0.758,1780000000.0,1931653.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,False,False,False,False,False
810,AMAT,86.08029213786995,94.82223318155529,113.80399976457868,0.5245000000000001,0.0823,0.27,0.24,121.1,122.80999755859375,42.279998779296875,0.83,915000000.0,5271125.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,True,False,False,False,False
811,RJF,94.43043757529155,100.77679561874241,116.84828513009208,0.36950000000000005,0.0677,0.184,0.09699999999999999,118.56,122.6500015258789,57.529998779296875,0.7190000000000001,136800000.0,305478.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
826,J,106.04266452093194,109.6912138855573,117.19185725620815,0.247,0.0858,0.456,0.006,123.3,126.45999908447266,71.5999984741211,0.883,129970000.0,222612.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
841,EVR,99.08923384394959,108.88199045125721,125.64128635951451,0.47700000000000004,0.046,1.025,0.39899999999999997,127.47,142.41000366210938,44.16999816894531,0.871,40890000.0,121538.0,True,True,True,False,False,True,True,True,True,True,True,8,1,False,False,False,False,False,False,False,False
863,UHS,125.97061998130631,130.94451415423052,132.34299992152623,0.1318,0.0217,0.28800000000000003,0.066,133.48,142.4600067138672,85.37999725341797,0.956,84730000.0,283058.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,True,True,False,False,False
875,SNBR,86.6394162421679,97.78271865844727,131.64485778808594,0.8692,0.12689999999999999,1.6669999999999998,0.287,131.31,146.97000122070312,15.550000190734863,0.9925,26910000.0,166883.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,False,False,False,False,False
881,AGCO,100.98868627617829,109.0212623077689,129.6028577532087,0.5571,0.11320000000000001,2.225,0.081,136.35,147.42999267578125,43.5,0.8270000000000001,75000000.0,163695.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
885,RBC,119.43102208715285,126.6629129057949,139.1825714111328,0.2854,0.0366,0.348,0.057,143.1,153.89999389648438,57.849998474121094,0.998,40600000.0,248324.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,True,False,False,False,False
890,AZPN,135.69284647920705,138.01067952276435,151.3837149483817,0.1318,-0.0318,2.266,0.855,143.06,158.64999389648438,88.80000305175781,0.0,67780000.0,231604.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,True,False,False,False,False
893,NXST,110.64802907679203,116.49864070855298,140.3191432407924,0.4042,0.1001,2.376,0.251,141.41,160.3699951171875,50.75,0.0,43740000.0,318276.0,True,True,True,False,False,True,True,True,True,True,True,8,1,False,False,False,False,False,False,False,False
900,CE,127.22051127635649,132.20145675511037,139.4508568899972,0.2614,0.0814,32.791,0.111,142.92,150.10000610351562,67.0999984741211,0.9890000000000001,115640000.0,456080.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
919,CDW,135.6374453245288,140.72300986873293,156.38714338030135,0.21780000000000002,0.0487,0.297,0.092,156.41,162.10000610351562,86.88999938964844,0.943,142600000.0,307854.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,True,False,False,False,False
927,LSTR,140.30722574944045,143.9693197602207,159.1962851388114,0.22949999999999998,0.0482,0.337,0.302,162.73,166.41000366210938,92.31999969482422,0.0,38390000.0,63615.0,False,True,True,False,False,True,True,True,True,True,True,8,0,False,False,False,True,False,False,False,False
931,IPHI,147.00204384239922,158.35077696865045,163.83142874581472,0.2151,0.0062,0.221,0.8220000000000001,169.08,179.0,74.30999755859375,0.9179999999999999,52650000.0,843502.0,True,True,True,False,False,True,True,True,True,True,True,8,1,False,False,False,True,False,False,False,False
933,SITE,146.17209664226448,153.6234682694222,165.54963422502792,0.2234,0.013500000000000002,3.3280000000000003,0.262,166.06,181.52999877929688,61.459999084472656,0.0,44400000.0,76524.0,False,True,True,False,False,True,True,True,True,True,True,8,0,False,False,False,False,False,False,False,False
935,MKSI,142.68511010608535,153.1712630188581,164.87085832868303,0.2541,0.0078000000000000005,1.704,0.321,170.5,188.24000549316406,74.9800033569336,0.9804,55100000.0,191274.0,True,True,True,False,False,True,True,True,True,True,True,8,1,False,False,False,True,False,False,False,False
937,TROW,149.20751830609174,154.242912810983,167.22571454729353,0.1856,0.0361,0.488,0.18,170.31,176.3300018310547,92.98999786376953,0.7190000000000001,226700000.0,301848.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
938,SWKS,156.3812405105925,160.1849513377958,179.7962864467076,0.13470000000000001,-0.027000000000000003,1.036,0.685,171.19,194.13999938964844,80.30000305175781,0.787,165400000.0,783921.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,True,False,False,False,False
942,QRVO,156.06408730388557,164.4785435500654,173.85228358677455,0.1832,-0.023700000000000002,0.276,0.26,171.79,186.02999877929688,73.44000244140625,0.87,113810000.0,414265.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,False,False,False,False,False
943,WSM,112.57565697440266,118.46616511668974,136.51471426827567,0.6577,0.2943,1.696,0.223,165.83,180.00999450683594,37.599998474121094,0.0,77490000.0,1670970.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
949,TXN,160.41813893561815,165.8707285760676,174.22157156808035,0.16699999999999998,0.0209,0.606,0.217,178.9,180.75999450683594,96.88999938964844,0.856,921000000.0,1735932.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
955,RGEN,187.52693432438983,197.76368905965563,206.53571384974887,0.06509999999999999,-0.12119999999999999,4.207,0.563,189.05,226.25999450683594,89.04000091552734,0.843,53190000.0,249665.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,False,False,True,False,False
957,AAP,158.89671526164034,160.53650435660649,168.5731427873884,0.17980000000000002,0.1033,0.19699999999999998,0.12,181.73,186.0,84.6500015258789,0.0,67700000.0,201070.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,True,False,False,False,False
962,HCA,155.88452560536183,164.2895147082875,180.1431427001953,0.3122,0.07,0.337,0.057,184.59,191.82000732421875,81.83000183105469,0.7120000000000001,338930000.0,482589.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,True,True,False,False,False
965,ABG,138.39470822967752,148.63034020581293,171.9421425955636,0.5202,0.1325,1.044,0.18,181.38,194.25999450683594,42.099998474121094,0.0,19200000.0,73948.0,False,True,False,True,False,True,True,True,True,True,True,7,1,False,False,False,True,True,False,False,False
970,TGT,172.73094990305657,178.10097170339048,184.71857169015067,0.2024,0.0275,0.6759999999999999,0.21100000000000002,188.28,199.10000610351562,91.04000091552734,0.8170000000000001,500600000.0,1596335.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,True
974,SWK,176.1396350721373,179.23320392497536,182.49628513881137,0.1545,0.0737,1.155,0.187,194.38,197.22999572753906,92.12999725341797,0.909,160890000.0,829082.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
976,INSP,179.44226285836993,196.97805823168707,220.1528568812779,0.2608,-0.1005,0.265,0.71,193.4,249.25,49.5,0.9179999999999999,26990000.0,105909.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,False,False,False,False,False
979,ETSY,170.41839349008825,184.33213517272355,217.61285705566405,0.309,-0.07429999999999999,3.875,1.287,199.18,244.5800018310547,34.79999923706055,0.897,126010000.0,2002103.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,True,True,False,False,False
996,SAIA,175.00222627959982,188.388009821327,209.6998574393136,0.3407,0.0447,0.867,0.075,210.45,228.3000030517578,64.18000030517578,0.0,26210000.0,82682.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,True,False,False,False,False
997,WHR,191.82000041878138,193.47786408952138,200.24628601074218,0.19010000000000002,0.0761,0.396,0.077,211.06,221.5500030517578,80.5999984741211,0.9359999999999999,63000000.0,153666.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,True,False,False,False,False
1003,GWPH,140.6605841643619,154.5263111151538,214.5414289202009,0.6127,0.12480000000000001,-0.155,0.358,217.02,217.07000732421875,81.80000305175781,0.821,31390000.0,246614.0,True,False,True,False,False,True,True,True,True,True,True,7,1,False,False,False,True,False,False,False,False
1004,IAC,173.9719342976591,191.05228150006636,244.9172855922154,0.40990000000000004,-0.057999999999999996,72.926,0.266,223.46,263.2900085449219,54.94105911254883,0.89,85530000.0,508778.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,True,False,False,False,False
1007,SNA,175.66211717146157,183.54038868135618,205.35742972237722,0.3429,0.1275,0.249,0.124,215.49,225.52000427246094,95.5199966430664,0.958,54000000.0,172460.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
1013,MED,202.4504380052107,214.87339797529202,253.79857264927455,0.207,-0.08349999999999999,0.41600000000000004,0.5529999999999999,221.05,274.29998779296875,57.189998626708984,0.87,11770000.0,62726.0,False,True,True,True,False,True,True,True,False,True,True,7,1,False,False,False,False,False,False,False,False
1016,STZ,207.0881531429987,214.1515243678417,226.2916285923549,0.1506,0.015,2.166,0.21899999999999997,229.68,241.27000427246094,126.61000061035156,0.835,193840000.0,308352.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
1018,ODFL,203.21350353825702,206.87359233967308,218.88971426827567,0.1721,0.0733,0.33899999999999997,0.064,234.11,233.80999755859375,122.33000183105469,0.728,117110000.0,354551.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,True,False,False,False,False
1025,SMG,191.23094923478843,202.63660245728724,226.84142848423548,0.3283,0.0379,1.3419999999999999,1.046,230.53,245.41000366210938,99.16000366210938,0.655,55700000.0,131368.0,True,True,True,False,False,True,True,True,True,True,True,8,1,False,False,False,True,False,False,False,False
1030,LH,211.3045254449775,218.58834942567697,237.91314217703683,0.21559999999999999,0.0467,3.1189999999999998,0.52,250.42,247.14999389648438,113.30999755859375,0.9390000000000001,97300000.0,545589.0,True,True,True,False,False,True,True,True,True,True,True,8,1,False,False,False,False,False,False,False,False
1042,CMI,232.5016058483263,238.49165047951115,255.44685799734933,0.1833,0.032799999999999996,0.7020000000000001,0.045,257.7,275.989990234375,127.7699966430664,0.8540000000000001,147900000.0,299072.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
1064,GNRC,243.06109362971173,259.0837849737371,315.29457135881694,0.39390000000000003,-0.008100000000000001,0.784,0.28800000000000003,296.88,363.4700012207031,83.02999877929688,0.9470000000000001,62390000.0,368412.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,False,False,False,False,False
1066,WDFC,261.03623973540147,281.89985301193684,311.5378566196987,0.2525,-0.016399999999999998,0.945,0.264,300.06,332.2900085449219,154.25999450683594,0.894,13680000.0,15388.0,False,True,True,True,False,True,True,True,False,True,True,7,1,False,False,False,False,False,False,False,False
1074,BGNE,296.7194893273124,301.3756319805256,337.4380022321429,0.19820000000000002,-0.0431,0.295,0.759,320.62,382.1199951171875,121.83999633789062,0.644,90900000.0,89643.0,True,True,True,False,False,True,True,True,False,True,True,7,1,False,False,False,False,False,False,False,True
1082,UI,254.34551088653342,281.32179615798503,335.86071428571427,0.4623,0.06570000000000001,0.925,0.555,329.48,357.07000732421875,133.44000244140625,0.075,62820000.0,33931.0,False,True,True,False,True,True,True,True,False,True,True,7,1,False,False,False,True,False,False,False,False
1090,DE,275.6334672913934,292.14402904325317,342.4624285016741,0.4763,0.0977,1.376,0.193,360.91,380.4100036621094,125.81999969482422,0.804,313500000.0,1044795.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,False,False,False,False,False
1100,MSCI,398.024488685775,413.6846112001289,418.78014090401786,0.0623,-0.019,0.3,0.091,424.03,453.19000244140625,263.7699890136719,0.935,82730000.0,137453.0,True,True,False,False,False,True,True,True,True,True,True,7,1,False,False,False,True,False,False,False,False
